6497	1.2174715
6497	1.2221455
63976	1.2994217
63976	1.3107538
63976	1.3114015
63976	1.3127996
63976	1.3198690
1953	1.3446452
55966	1.4646496
80835	1.6557765
3104	1.6557765
3104	1.6574315
9903	1.6574315
3104	1.6579942
9903	1.6579942
55735	1.6628531
55735	1.6635701
55735	1.6693727
23261	1.6821102
3604	1.7919221
50651	1.8329874
473	1.8329874
473	1.8346097
473	1.8354723
473	1.8359389
473	1.8362212
473	1.8367947
473	1.8375312
473	1.8390959
473	1.8391871
473	1.8391924
473	1.8395923
473	1.8408718
473	1.8418177
473	1.8418532
473	1.8421267
473	1.8425829
473	1.8459162
473	1.8477058
473	1.8523705
473	1.8528254
473	1.8600361
473	1.8613520
473	1.8616124
473	1.8620864
155184	1.8977171
155184	1.8979356
155184	1.8982757
9563	1.9259349
80176	1.9267002
5293	1.9631275
644997	1.9631275
5293	1.9640674
644997	1.9640674
5293	1.9716892
22883	1.9716892
22883	1.9734022
22883	1.9734128
22883	1.9765773
22883	1.9768854
22883	1.9768928
22883	1.9782637
22883	1.9787039
22883	1.9787080
22883	1.9797928
22883	1.9804694
22883	1.9810215
2475	1.11113233
2475	1.11158997
2475	1.11192383
2475	1.11200750
2475	1.11201400
2475	1.11208765
2475	1.11211345
2475	1.11211748
2475	1.11216379
2475	1.11216546
2475	1.11222098
2475	1.11224652
2475	1.11245215
1185	1.11819241
4878	1.11819241
1185	1.11820815
4878	1.11820815
1185	1.11821436
4878	1.11821436
1185	1.11822222
4878	1.11822222
1185	1.11822223
4878	1.11822223
1185	1.11822972
4878	1.11822972
1185	1.11823024
4878	1.11823024
1185	1.11823389
4878	1.11823389
1185	1.11823412
4878	1.11823412
1185	1.11824179
4878	1.11824179
1185	1.11826663
4878	1.11826663
1185	1.11827156
4878	1.11827156
1185	1.11828220
4878	1.11828220
1185	1.11828568
4878	1.11828568
1185	1.11828655
4878	1.11828655
943	1.12064048
126767	1.12694300
126767	1.12695761
126767	1.12697586
126767	1.12698805
343069	1.12822517
343069	1.12830823
65122	1.12830823
343069	1.12830952
65122	1.12830952
343069	1.12832528
65122	1.12832528
343069	1.12837307
65122	1.12837307
343069	1.12837691
65122	1.12837691
343069	1.12840840
65122	1.12840840
391002	1.13095074
343068	1.13095074
7799	1.13996886
23254	1.14948892
55092	1.15397997
55092	1.15409638
84301	1.15812358
84301	1.15824330
84301	1.15827975
84301	1.15828102
84301	1.15839300
23207	1.15916988
23207	1.15927626
284723	1.15927626
23207	1.15928518
284723	1.15928518
23207	1.15928951
284723	1.15928951
23207	1.15934965
284723	1.15934965
388595	1.15934965
7709	1.16155363
55707	1.16667788
114819	1.16667788
51702	1.17479147
353238	1.17580326
353238	1.17580385
84966	1.18437256
84966	1.18468013
84966	1.18468446
84966	1.18470016
84966	1.18470251
84966	1.18470345
84966	1.18473411
84966	1.18474462
84966	1.18475288
84966	1.18479240
80834	1.19028910
80834	1.19032747
80834	1.19046201
23352	1.19415518
23065	1.19415518
832	1.19562443
4681	1.19854378
3362	1.19854378
255104	1.19924960
23252	1.20095680
23252	1.20117326
30814	1.20117326
23252	1.20120466
30814	1.20120466
30814	1.20122061
5322	1.20233226
5322	1.20260193
5322	1.20261943
5322	1.20262068
5322	1.20267300
127733	1.20390813
127733	1.20392395
163702	1.24371283
163702	1.24380020
5051	1.26155636
5051	1.26157471
5051	1.26168357
5051	1.26177812
5051	1.26181780
5051	1.26183995
5051	1.26192422
5051	1.26197107
5051	1.26200258
5051	1.26200412
2134	1.26215699
10256	1.26395105
378807	1.26395105
10256	1.26395310
378807	1.26395310
10256	1.26395526
378807	1.26395526
378807	1.26399750
378807	1.26400370
64793	1.26454678
91544	1.26496857
91544	1.26506566
55057	1.26536806
6195	1.26783341
4146	1.30948787
4146	1.30950018
4146	1.30950042
4146	1.30950434
9698	1.31185506
692234	1.31185506
9698	1.31233888
28997	1.31233888
79570	1.31415402
114784	1.34021423
84970	1.34426952
113444	1.35095090
58512	1.35095090
58512	1.35141601
9202	1.35511921
9202	1.35512488
9202	1.35514250
9202	1.35521904
9202	1.35526342
9202	1.35530430
9202	1.35549190
9202	1.35553307
9202	1.35576728
9202	1.35590878
9202	1.35599105
9202	1.35605878
9202	1.35610635
9202	1.35613975
9202	1.35615616
9202	1.35625108
9202	1.35634436
9202	1.35644459
9202	1.35660734
9202	1.35666577
79932	1.35666577
79932	1.35673202
79932	1.35676499
79932	1.35712061
79932	1.35717473
79932	1.35725882
79932	1.35726420
79932	1.35729732
79932	1.35729777
79932	1.35739501
79932	1.35743595
79932	1.35747056
79932	1.35757591
79932	1.35780505
79932	1.35780700
79932	1.35781247
79932	1.35790649
23154	1.35790649
79932	1.35794970
23154	1.35794970
79932	1.35799924
23154	1.35799924
5690	1.35799924
79932	1.35800298
23154	1.35800298
5690	1.35800298
5690	1.35821996
339488	1.35821996
5690	1.35852095
5690	1.35854982
55700	1.36426264
79729	1.36562133
55194	1.36562133
83931	1.36588079
83931	1.36588192
83931	1.36591088
83931	1.36591378
83931	1.36593514
83931	1.36593989
83931	1.36605667
83931	1.36605843
2899	1.37252731
2899	1.37256639
2899	1.37258375
2899	1.37260924
2899	1.37261967
2899	1.37265793
2899	1.37273310
2899	1.37277110
2899	1.37277716
2899	1.37280326
2899	1.37281826
2899	1.37281939
80149	1.37728453
64769	1.37728453
64121	1.39102287
26292	1.39102287
81025	1.39102287
64121	1.39103600
26292	1.39103600
81025	1.39103600
23499	1.39412240
23499	1.39415969
23499	1.39451577
23499	1.39461046
23499	1.39508921
23499	1.39535829
23499	1.39594268
23499	1.39618854
23499	1.39701827
23499	1.39712810
728448	1.39795364
8761	1.39795364
728448	1.39800767
8761	1.39800767
677834	1.39800767
8761	1.39809434
677834	1.39809434
1503	1.41237024
1503	1.41253482
200172	1.41253482
1503	1.41256538
200172	1.41256538
22955	1.41256538
1503	1.41256904
200172	1.41256904
22955	1.41256904
1503	1.41258033
200172	1.41258033
22955	1.41258033
1503	1.41258176
200172	1.41258176
22955	1.41258176
1503	1.41258489
200172	1.41258489
22955	1.41258489
1503	1.41259924
200172	1.41259924
22955	1.41259924
22955	1.41270935
22955	1.41273133
22955	1.41275267
22955	1.41276407
22955	1.41276782
22955	1.41277029
22955	1.41280018
22955	1.41286737
22955	1.41297256
22955	1.41298357
22955	1.41298477
22955	1.41298610
22955	1.41312081
22955	1.41313448
22955	1.41317737
22955	1.41334830
22955	1.41334872
22955	1.41335916
22955	1.41343046
22955	1.41343904
22955	1.41347209
22955	1.41350701
22955	1.41354593
22955	1.41366711
22955	1.41367752
22955	1.41382473
22955	1.41384690
22955	1.41391029
22955	1.41392481
22955	1.41392974
22955	1.41398771
22955	1.41401402
22955	1.41403916
22955	1.41410985
22955	1.41432866
22955	1.41439158
22955	1.41439516
22955	1.41456164
22955	1.41457043
22955	1.41463004
22955	1.41463231
22955	1.41463910
22955	1.41474773
22955	1.41477605
22955	1.41481499
10969	1.43463634
128209	1.44297263
128209	1.44314548
8643	1.45065905
84842	1.45576637
4595	1.45576637
114034	1.45576637
10420	1.45576637
4595	1.45582678
114034	1.45582678
10420	1.45582678
4595	1.45586528
114034	1.45586528
10420	1.45586528
4595	1.45586645
114034	1.45586645
10420	1.45586645
4595	1.45586690
114034	1.45586690
10420	1.45586690
10420	1.45592459
10420	1.45601530
10420	1.45612230
10420	1.45629763
10327	1.45782405
10327	1.45794143
4678	1.45839195
60313	1.45881078
60313	1.45883428
60313	1.45883627
23139	1.46034716
23139	1.46060939
23139	1.46131935
23139	1.46161804
23139	1.46166342
23139	1.46181254
23139	1.46183244
23139	1.46183733
23139	1.46234174
23139	1.46234713
23139	1.46235599
23139	1.46248423
23139	1.46258557
23139	1.46264751
23139	1.46275804
8503	1.46275804
23139	1.46277641
8503	1.46277641
23139	1.46277734
8503	1.46277734
8503	1.46295164
8503	1.46319439
84871	1.48770856
1996	1.50447146
63950	1.50667086
63950	1.50667619
63950	1.50670429
11124	1.50670429
11124	1.50672609
11124	1.50676829
11124	1.50678954
11124	1.50681329
11124	1.50682573
11124	1.50692749
11124	1.50707619
11124	1.50715372
11124	1.50715958
11124	1.50717222
11124	1.50718114
11124	1.50726716
11124	1.50743063
11124	1.50753793
11124	1.50760415
11124	1.50826910
11124	1.50897748
11124	1.50938890
11124	1.50946191
11124	1.50966572
11124	1.51014729
11124	1.51018743
11124	1.51025206
11124	1.51033256
11124	1.51039062
11124	1.51039111
11124	1.51041606
11124	1.51057145
11124	1.51057493
11124	1.51059542
11124	1.51072185
11124	1.51072398
11124	1.51078917
11124	1.51082650
11124	1.51119801
11124	1.51135029
11124	1.51154182
11124	1.51166233
11124	1.51206275
1031	1.51206275
1031	1.51210953
1031	1.51212681
284546	1.51345507
26994	1.51481522
22996	1.51523497
22996	1.51524268
22996	1.51530562
22996	1.51541874
22996	1.51590129
2060	1.51590129
2060	1.51611265
2060	1.51613916
2060	1.51623389
2060	1.51632033
2060	1.51647575
2060	1.51651340
2060	1.51651373
2060	1.51670321
2060	1.51673363
2060	1.51687615
2060	1.51691840
2060	1.51691851
2060	1.51695259
2060	1.51742005
2060	1.51751882
2060	1.51752213
2060	1.51764893
79699	1.53061872
55268	1.53135406
55268	1.53137564
55268	1.53144507
55268	1.53149713
55268	1.53153103
6342	1.53175140
6342	1.53180914
6342	1.53196895
6512	1.53389312
148979	1.53851511
148979	1.53890573
148979	1.53892501
148979	1.53892646
148979	1.53892895
148979	1.53893461
148979	1.53894046
148979	1.53894406
148979	1.53895358
148979	1.53896101
148979	1.53896461
148979	1.53899140
148979	1.53899342
148979	1.53925209
148979	1.53935659
148979	1.53944838
148979	1.53945532
148979	1.53963283
148979	1.53967606
23648	1.54547791
23648	1.54550150
374977	1.54904432
374977	1.54904485
374977	1.54906967
1600	1.57424861
1600	1.57435915
1600	1.57556239
1600	1.57599061
1600	1.58333917
55277	1.59674532
55277	1.59676445
55277	1.59678905
55277	1.59682470
55277	1.59682810
4774	1.61330656
4774	1.61344488
4774	1.61379622
4774	1.61391322
4774	1.61614116
4774	1.61619670
83941	1.61914685
163782	1.62503934
163782	1.62508210
163782	1.62510354
163782	1.62513340
148581	1.64481838
57685	1.64789976
57685	1.64797258
57685	1.64805900
54741	1.65666748
3953	1.65666748
54741	1.65668896
3953	1.65668896
54741	1.65669200
3953	1.65669200
54741	1.65676033
3953	1.65676033
54741	1.65677232
3953	1.65677232
54741	1.65678655
3953	1.65678655
54741	1.65678761
3953	1.65678761
3953	1.65716059
3953	1.65721379
3953	1.65729729
3953	1.65751868
3953	1.65756214
3953	1.65758094
3953	1.65759752
3953	1.65760681
3953	1.65764728
3953	1.65775248
3953	1.65776062
3953	1.65776353
5142	1.66326733
5142	1.66328380
5142	1.66340579
5142	1.66341686
5142	1.66345841
5142	1.66345971
5142	1.66346188
5142	1.66353531
5142	1.66357045
5142	1.66358470
5142	1.66359241
5142	1.66359400
5142	1.66362219
5142	1.66392707
5142	1.66433443
84251	1.66764263
84251	1.66764642
84251	1.66764865
84251	1.66765073
84251	1.66765143
84251	1.66765201
84251	1.66765366
84251	1.66765421
84251	1.66766810
84251	1.66767317
84251	1.66767337
84251	1.66767477
84251	1.66768483
84251	1.66770096
84251	1.66771024
84251	1.66771255
84251	1.66772691
84251	1.66772750
84251	1.66773128
84251	1.66777223
84251	1.66787860
84251	1.66835180
84251	1.66871562
84251	1.66909125
23169	1.67301831
79971	1.68441018
57554	1.70139675
57554	1.70228775
57554	1.70237293
55631	1.70399180
5733	1.71183928
5733	1.71185912
5733	1.71214794
5733	1.71215654
5733	1.71215738
5733	1.71215987
5733	1.71217978
5733	1.71218722
5733	1.71220033
5733	1.71220107
5733	1.71220381
5733	1.71221065
5733	1.71221718
5733	1.71227555
5733	1.71228058
5733	1.71230750
5733	1.71231446
5733	1.71237880
5733	1.71241081
5733	1.71244338
5733	1.71244463
5733	1.71249460
5733	1.71253386
5733	1.71257887
5733	1.71258790
5733	1.71266953
5733	1.71283007
5733	1.71293097
9406	1.71293097
5733	1.71294992
9406	1.71294992
9406	1.71296898
9406	1.71299298
9406	1.71299719
9406	1.71300136
9406	1.71301989
9406	1.71316465
9406	1.71324866
