"chr1","11873","14409","100287102"
"chr1","14361","29961","653635"
"chr1","34610","36081","641702"
"chr1","69090","70008","79501"
"chr1","134772","140566","729737"
"chr1","322036","679736","100133331"
"chr1","323891","328581","100132062"
"chr1","367658","622034","729759"
"chr1","700244","714068","100288069"
"chr1","761585","762902","79854"
"chr1","762970","794826","643837"
"chr1","803450","812182","284593"
"chr1","852952","854817","100130417"
"chr1","860529","879961","148398"
"chr1","879582","894679","26155"
"chr1","895966","901099","339451"
"chr1","901876","910484","84069"
"chr1","910578","917473","84808"
"chr1","934341","935552","57801"
"chr1","948846","949919","9636"
"chr1","955502","991499","375790"
"chr1","1007125","1009687","401934"
"chr1","1017197","1051736","54991"
"chr1","1072396","1079434","254099"
"chr1","1102483","1102578","406984"
"chr1","1103242","1103332","406983"
"chr1","1104384","1104467","554210"
"chr1","1109285","1133313","254173"
"chr1","1138887","1142089","8784"
"chr1","1146705","1149548","7293"
"chr1","1152287","1167447","51150"
"chr1","1167628","1170420","126792"
"chr1","1177825","1182102","388581"
"chr1","1189291","1209234","118424"
"chr1","1215815","1227409","6339"
"chr1","1227763","1244989","116983"
"chr1","1243993","1247057","126789"
"chr1","1246964","1260067","54973"
"chr1","1260142","1264276","80772"
"chr1","1266725","1269844","83756"
"chr1","1270657","1284492","1855"
"chr1","1288070","1297157","54587"
"chr1","1309109","1310818","54998"
"chr1","1321090","1334718","81669"
"chr1","1334909","1337426","148413"
"chr1","1337275","1342693","55052"
"chr1","1353799","1356824","441869"
"chr1","1361507","1363167","643965"
"chr1","1370902","1378262","64856"
"chr1","1385068","1405538","219293"
"chr1","1407163","1444689","83858"
"chr1","1447522","1470067","55210"
"chr1","1470157","1475740","339453"
"chr1","1477052","1510262","29101"
"chr1","1533387","1535476","643988"
"chr1","1550794","1565990","142678"
"chr1","1567559","1570030","8510"
"chr1","1571099","1655775","984"
"chr1","1590987","1677438","728661"
"chr1","1631377","1633247","8511"
"chr1","1634169","1655791","728642"
"chr1","1656276","1677438","9906"
"chr1","1682670","1711508","65220"
"chr1","1716724","1822526","2782"
"chr1","1846265","1848733","163688"
"chr1","1849028","1850740","339456"
"chr1","1884751","1935276","85452"
"chr1","1950767","1962192","2563"
"chr1","1981908","2116834","5590"
"chr1","2115898","2139172","199990"
"chr1","2160133","2241652","6497"
"chr1","2252695","2322993","79906"
"chr1","2281852","2284100","100129534"
"chr1","2323213","2336885","11079"
"chr1","2336240","2344010","5192"
"chr1","2407753","2436969","9651"
"chr1","2439974","2458035","55229"
"chr1","2460183","2461684","388585"
"chr1","2481358","2484284","115110"
"chr1","2486162","2488450","100133445"
"chr1","2487804","2495267","8764"
"chr1","2517898","2522908","127281"
"chr1","2522080","2564481","79258"
"chr1","2572806","2706230","100287898"
"chr1","2938045","2939467","140625"
"chr1","2976180","2984289","440556"
"chr1","2985741","3355185","63976"
"chr1","3044538","3044599","100422968"
"chr1","3371146","3397677","27237"
"chr1","3404505","3528059","1953"
"chr1","3477259","3477354","693135"
"chr1","3541555","3546694","127262"
"chr1","3547330","3566671","49856"
"chr1","3569128","3652765","7161"
"chr1","3652547","3663937","57212"
"chr1","3668964","3688209","148870"
"chr1","3689333","3692546","388588"
"chr1","3696783","3713068","57470"
"chr1","3728644","3773797","9731"
"chr1","3773844","3801993","1677"
"chr1","3805696","3816857","339448"
"chr1","3816967","3833879","100133612"
"chr1","4000671","4012643","728716"
"chr1","4472110","4484744","284661"
"chr1","4715104","4843851","55966"
"chr1","5624130","5624203","100616489"
"chr1","5922731","5922801","100616421"
"chr1","5922869","6052533","261734"
"chr1","6052357","6161253","8514"
"chr1","6161846","6240194","26038"
"chr1","6245079","6259679","6146"
"chr1","6266188","6281359","388591"
"chr1","6281252","6296044","23463"
"chr1","6304251","6305638","390992"
"chr1","6307405","6321035","387509"
"chr1","6324331","6453826","11332"
"chr1","6472497","6484730","54626"
"chr1","6484847","6521004","83715"
"chr1","6489893","6489956","100422975"
"chr1","6521213","6526255","8718"
"chr1","6526151","6580121","57449"
"chr1","6581406","6614658","79707"
"chr1","6615337","6639817","80835"
"chr1","6640055","6649340","3104"
"chr1","6650778","6662929","9903"
"chr1","6673755","6684093","148479"
"chr1","6684924","6695646","90326"
"chr1","6694227","6761966","55735"
"chr1","6845383","7829766","23261"
"chr1","7831328","7841492","9341"
"chr1","7844379","7905237","8863"
"chr1","7903142","7973294","10911"
"chr1","7975930","8003225","3604"
"chr1","8021713","8045342","11315"
"chr1","8071778","8086393","54206"
"chr1","8384389","8404227","50651"
"chr1","8412463","8877699","473"
"chr1","8921058","8939151","2023"
"chr1","8938893","8939943","100505975"
"chr1","9005892","9035148","765"
"chr1","9063358","9086404","155184"
"chr1","9097004","9148510","6518"
"chr1","9164475","9189229","80045"
"chr1","9211726","9211836","407040"
"chr1","9294862","9331394","9563"
"chr1","9352940","9429590","80176"
"chr1","9599527","9642831","84275"
"chr1","9648931","9674935","199953"
"chr1","9711789","9789172","5293"
"chr1","9712667","9714644","644997"
"chr1","9789078","9884550","22883"
"chr1","9908333","9970316","56998"
"chr1","9989775","10003427","84328"
"chr1","10003485","10045556","64802"
"chr1","10057254","10076078","116362"
"chr1","10093040","10241296","10277"
"chr1","10270763","10441661","23095"
"chr1","10459084","10480201","5226"
"chr1","10490158","10502872","378708"
"chr1","10490158","10512060","100526739"
"chr1","10509775","10512060","1325"
"chr1","10520602","10532613","1676"
"chr1","10535002","10690815","5195"
"chr1","10696665","10856733","54897"
"chr1","11006529","11042094","148345"
"chr1","11072678","11085549","23435"
"chr1","11086579","11107296","10747"
"chr1","11114648","11120091","6723"
"chr1","11126675","11159938","5394"
"chr1","11166587","11322608","2475"
"chr1","11203954","11209595","100873935"
"chr1","11249345","11256038","10218"
"chr1","11333254","11348491","29914"
"chr1","11539294","11597640","57540"
"chr1","11708417","11714888","26232"
"chr1","11714431","11723384","93611"
"chr1","11724149","11734409","26270"
"chr1","11734536","11751678","10459"
"chr1","11751780","11780336","374946"
"chr1","11796141","11810828","57085"
"chr1","11845786","11866160","4524"
"chr1","11866152","11903201","1185"
"chr1","11900375","11907674","100379251"
"chr1","11905766","11907840","4878"
"chr1","11917520","11918992","4879"
"chr1","11979644","11986485","90231"
"chr1","11994723","12035599","5351"
"chr1","12040237","12073572","9927"
"chr1","12079298","12092106","60672"
"chr1","12123433","12204264","943"
"chr1","12227059","12269277","7133"
"chr1","12251761","12251839","100616438"
"chr1","12290112","12572098","55187"
"chr1","12567299","12567451","677882"
"chr1","12627938","12677820","9249"
"chr1","12704565","12727097","343066"
"chr1","12776117","12788726","126767"
"chr1","12806162","12821102","93190"
"chr1","12834983","12838048","390999"
"chr1","12851545","12856777","65121"
"chr1","12884467","12891264","440560"
"chr1","12907235","12908237","649330"
"chr1","12907260","12908578","343069"
"chr1","12916940","12921764","65122"
"chr1","12939032","12946025","400735"
"chr1","12952726","12958094","343071"
"chr1","12976449","13611550","391002"
"chr1","12998301","13007406","440561"
"chr1","12998301","13369057","343068"
"chr1","13035542","13038381","653606"
"chr1","13182959","13184326","440563"
"chr1","13328195","13331692","401940"
"chr1","13421175","13648988","343070"
"chr1","13447413","13452656","400736"
"chr1","13474052","13698405","645414"
"chr1","13495253","13498259","654348"
"chr1","13516065","13747803","645425"
"chr1","13716087","13719064","391004"
"chr1","13801444","13840242","126755"
"chr1","13910251","13944452","10630"
"chr1","14026734","14151574","7799"
"chr1","14925212","15444544","23254"
"chr1","15438310","15478960","200197"
"chr1","15479027","15546974","55092"
"chr1","15573767","15726778","114827"
"chr1","15736390","15756839","79180"
"chr1","15764937","15773153","11330"
"chr1","15783222","15798586","63036"
"chr1","15802595","15817895","51032"
"chr1","15817323","15851285","842"
"chr1","15853351","15918874","23341"
"chr1","15898193","15911605","79814"
"chr1","15943952","15987552","84301"
"chr1","15986363","15988217","6248"
"chr1","16010826","16061264","23207"
"chr1","16062808","16067884","284723"
