"chr1","4268","19824","653635"
"chr1","24475","25940","654835"
"chr1","55424","59871","79501"
"chr1","357521","611897","26683"
"chr1","752926","779603","643837"
"chr1","793319","802146","284593"
"chr1","850392","869824","148398"
"chr1","869445","884542","26155"
"chr1","885829","890958","339451"
"chr1","891739","900347","84069"
"chr1","924206","925333","57801"
"chr1","938709","939782","9636"
"chr1","945365","981355","375790"
"chr1","1007060","1041599","54991"
"chr1","1099145","1123176","254173"
"chr1","1128750","1131952","8784"
"chr1","1136568","1139375","7293"
"chr1","1142150","1157310","51150"
"chr1","1157491","1160283","126792"
"chr1","1167695","1171965","388581"
"chr1","1179154","1199097","118424"
"chr1","1205678","1217272","6339"
"chr1","1218806","1234852","116983"
"chr1","1233856","1236920","126789"
"chr1","1236827","1249909","54973"
"chr1","1250005","1254139","80772"
"chr1","1256588","1259707","83756"
"chr1","1260520","1274355","1855"
"chr1","1277933","1287020","54587"
"chr1","1298972","1300681","54998"
"chr1","1310953","1324553","81669"
"chr1","1324772","1327938","148413"
"chr1","1327138","1332556","55052"
"chr1","1343664","1346513","441869"
"chr1","1360771","1366009","64856"
"chr1","1374931","1395401","219293"
"chr1","1397026","1421445","83858"
"chr1","1437417","1459927","55210"
"chr1","1460020","1465603","339453"
"chr1","1466915","1500125","29101"
"chr1","1540746","1555848","142678"
"chr1","1557422","1559893","8510"
"chr1","1560962","1645635","984"
"chr1","1580852","1667291","728661"
"chr1","1591076","1667291","9906"
"chr1","1621237","1623107","8511"
"chr1","1624029","1645651","728642"
"chr1","1672530","1701368","65220"
"chr1","1706588","1812355","2782"
"chr1","1836125","1838593","163688"
"chr1","1838889","1840567","339456"
"chr1","1843255","1849228","339457"
"chr1","1874611","1925136","85452"
"chr1","1940627","1952052","2563"
"chr1","1971768","2106694","5590"
"chr1","2105776","2129032","199990"
"chr1","2149993","2231416","6497"
"chr1","2242555","2312853","79906"
"chr1","2271713","2273474","100129534"
"chr1","2313073","2326734","11079"
"chr1","2326100","2333870","5192"
"chr1","2397613","2426829","9651"
"chr1","2429834","2447895","55229"
"chr1","2450043","2451544","388585"
"chr1","2471372","2473405","115110"
"chr1","2479150","2486613","8764"
"chr1","2508108","2512762","127281"
"chr1","2511940","2554289","79258"
"chr1","2927905","2929327","140625"
"chr1","2966040","2974193","440556"
"chr1","2975603","3345045","63976"
"chr1","3361006","3387537","27237"
"chr1","3394365","3517919","1953"
"chr1","3531415","3536554","127262"
"chr1","3537197","3556497","49856"
"chr1","3558988","3640327","7161"
"chr1","3642407","3653746","57212"
"chr1","3658821","3678069","148870"
"chr1","3679211","3682403","388588"
"chr1","3686643","3702928","57470"
"chr1","3720273","3763657","9731"
"chr1","3763704","3791853","1677"
"chr1","3795556","3806709","339448"
"chr1","3806830","3823737","100133612"
"chr1","4371970","4384604","284661"
"chr1","4614964","4743711","55966"
"chr1","5845456","5975118","261734"
"chr1","5975352","6083110","8514"
"chr1","6084439","6162770","26038"
"chr1","6167666","6182266","6146"
"chr1","6188775","6203946","388591"
"chr1","6203839","6218631","23463"
"chr1","6226848","6228225","390992"
"chr1","6230000","6243622","387509"
"chr1","6246918","6376413","11332"
"chr1","6395086","6407317","54626"
"chr1","6407434","6443591","83715"
"chr1","6443800","6448842","8718"
"chr1","6448738","6502656","57449"
"chr1","6507794","6537168","79707"
"chr1","6538020","6562404","80835"
"chr1","6562642","6571926","3104"
"chr1","6573365","6585516","9903"
"chr1","6596342","6606680","148479"
"chr1","6607511","6618232","90326"
"chr1","6616817","6684460","55735"
"chr1","6767970","7752351","23261"
"chr1","7753915","7764079","9341"
"chr1","7766966","7827824","8863"
"chr1","7825730","7895881","10911"
"chr1","7902493","7923474","3604"
"chr1","7944300","7967929","11315"
"chr1","7994380","8008943","54206"
"chr1","8306976","8326814","50651"
"chr1","8335050","8800286","473"
"chr1","8843649","8861367","2023"
"chr1","8928508","8957735","765"
"chr1","8985945","9008991","155184"
"chr1","9019593","9052257","6518"
"chr1","9087062","9111943","80045"
"chr1","9217449","9253981","9563"
"chr1","9275570","9352177","80176"
"chr1","9522114","9565418","84275"
"chr1","9571566","9597518","199953"
"chr1","9634376","9711759","5293"
"chr1","9635255","9637210","644997"
